channel_name,category,sub_category,customer_remarks,tenure_bucket,agent_shift,csat_score,response_minutes,retention_label
Inbound,Order Related,Installation/demo,,0-30,Evening,4,3,1
Email,Returns,Wrong,,0-30,Evening,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,Kindly reduce the time to resolve the issue,31-60,Morning,4,4,1
Inbound,Order Related,Priority delivery,,>90,Morning,5,0,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,13,1
Inbound,Order Related,Installation/demo,,On Job Training,Morning,5,59,1
Inbound,Order Related,Order status enquiry,,>90,Afternoon,5,0,1
Inbound,Returns,Reverse Pickup Enquiry,Mr.   was very understanding and knowledgeable person . He's very patient during our whole conversation and tried his best to solve. so Thank you so much for your time and efforts. Have a good day,>90,Evening,5,31,1
Inbound,Order Related,Installation/demo,,0-30,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,7,1
Inbound,Order Related,Order status enquiry,,>90,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,1,1
Inbound,Returns,Exchange / Replacement,It seems to be a cheating case at the end of delivery team of Shopzilla. I have put Daikin split AC as the exchange item to be picked up. They claim they are supposed to pick up a window AC.,0-30,Morning,1,17,0
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,4,1
Email,Order Related,Installation/demo,,31-60,Morning,5,3,1
Inbound,Order Related,Seller Cancelled Order,,31-60,Morning,5,12,1
Inbound,Product Queries,Product Specific Information,Good,61-90,Evening,4,52,1
Inbound,Refund Related,Refund Enquiry,,>90,Morning,4,481,1
Outcall,Returns,Reverse Pickup Enquiry,Very good customer care services,0-30,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,18,1
Inbound,Returns,Wrong,,On Job Training,Evening,5,1,1
Inbound,Order Related,Order status enquiry,,31-60,Morning,5,39,1
Inbound,Order Related,Priority delivery,,>90,Evening,5,2,1
Inbound,Refund Related,Refund Enquiry,Excellent services thanks,31-60,Evening,5,46,1
Outcall,Order Related,Installation/demo,,>90,Morning,5,2,1
Inbound,Returns,Return request,,31-60,Evening,5,2,1
Inbound,Returns,Missing,,0-30,Morning,5,153,1
Inbound,Returns,Service Centres Related,Better to solve the issues within days,61-90,Evening,3,28,
Inbound,Order Related,Seller Cancelled Order,Very bad experience,On Job Training,Morning,1,2,0
Inbound,Returns,Service Centres Related,,On Job Training,Morning,5,8,1
Inbound,Shopzilla Related,General Enquiry,,>90,Morning,5,2,1
Inbound,Shopzilla Related,General Enquiry,,>90,Morning,5,14,1
Inbound,Returns,Fraudulent User,,>90,Morning,5,5,1
Inbound,Order Related,Order status enquiry,Thnq,0-30,Morning,5,198,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,5,250,1
Outcall,Order Related,Seller Cancelled Order,,0-30,Morning,1,14,0
Inbound,Returns,Return request,Good,>90,Afternoon,5,4,1
Inbound,Order Related,Installation/demo,,>90,Afternoon,5,1,1
Outcall,Order Related,Order status enquiry,,31-60,Evening,5,2,1
Inbound,Order Related,Installation/demo,No one helped me,On Job Training,Evening,1,43918,0
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,9,1
Outcall,Order Related,Order status enquiry,Full customer support,>90,Evening,4,2,1
Inbound,Returns,Fraudulent User,,31-60,Night,5,8,1
Inbound,Refund Related,Refund Related Issues,,61-90,Evening,5,54,1
Inbound,Order Related,Delayed,,>90,Morning,5,7,1
Inbound,Payments related,Payment related Queries,,0-30,Evening,5,2,1
Inbound,Returns,Damaged,,On Job Training,Morning,1,5,0
Inbound,Order Related,Order status enquiry,,>90,Split,5,3,1
Inbound,Order Related,Order status enquiry,,61-90,Night,4,2,1
Inbound,Order Related,Installation/demo,,31-60,Morning,5,3,1
Inbound,Cancellation,Not Needed,,On Job Training,Evening,5,4,1
Outcall,Shopzilla Related,General Enquiry,Customer support Good but not solve my issue,On Job Training,Morning,5,5,1
Inbound,Returns,Fraudulent User,,On Job Training,Evening,5,9,1
Inbound,Returns,Reverse Pickup Enquiry,Very good service,>90,Split,5,4,1
Inbound,Returns,Wrong,Very poor service,>90,Afternoon,1,0,0
Inbound,Cancellation,Not Needed,Shopzilla wrost deliver service. My 8 product not deliver from Shopzilla. SuperBuy very good in delivery service,On Job Training,Evening,1,3,0
Inbound,Returns,Missing,Very good,>90,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,2,1
Outcall,Returns,Reverse Pickup Enquiry,Return my order,On Job Training,Evening,1,,0
Inbound,Returns,Reverse Pickup Enquiry,Veery goods,>90,Morning,5,7,1
Inbound,Returns,Fraudulent User,Good,>90,Afternoon,5,10,1
Outcall,Order Related,Order status enquiry,Chutiya log,0-30,Evening,1,27,0
Inbound,Refund Related,Refund Enquiry,Good,>90,Morning,5,3,1
Outcall,Returns,Reverse Pickup Enquiry,Shopzilla very bad online app,>90,Morning,1,20,0
Inbound,Order Related,Order status enquiry,,31-60,Morning,1,13,0
Outcall,Returns,Return request,,On Job Training,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,Shopzilla is wasting our time to make us talk their uneducated customer care executives who don't know anything as well as they don't any action to resolve our queries just waste our time to putting call on long holds,61-90,Afternoon,1,283,0
Inbound,Returns,Return request,,On Job Training,Evening,4,2,1
Inbound,Order Related,Delayed,,>90,Evening,5,1,1
Inbound,Returns,Fraudulent User,,>90,Morning,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,Very bad,>90,Evening,1,44130,0
Inbound,Returns,Return request,Wery good costomer sports good help,0-30,Evening,5,8,1
Inbound,Product Queries,Product Specific Information,,>90,Morning,5,3,1
Inbound,Order Related,Seller Cancelled Order,Don't cancel any order automatically after concerned the order.,>90,Evening,4,2,1
Inbound,Refund Related,Refund Enquiry,Poor performance in last six month of Shopzilla,>90,Morning,1,9,0
Outcall,Returns,Missing,Thanks..,31-60,Evening,5,12,1
Inbound,Order Related,Delayed,,>90,Evening,3,17,
Email,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,1,1
Outcall,Returns,Fraudulent User,There\u2019s is no help from support system i tell that I don\u2019t receive total grocery product but no response,>90,Afternoon,1,219,0
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,1,44946,0
Outcall,Returns,Reverse Pickup Enquiry,Return me bahut   But catmar skutive help  e h,31-60,Morning,5,8,1
Inbound,Shopzilla Related,General Enquiry,,>90,Split,2,10,0
Inbound,Returns,Reverse Pickup Enquiry,Everything was good.,31-60,Morning,5,1,1
Inbound,Returns,Fraudulent User,,>90,Morning,5,1,1
Inbound,Order Related,Order status enquiry,,0-30,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,It was good my issue was resolved,On Job Training,Evening,5,2,1
Inbound,Order Related,Invoice request,zubis is good understanding good communication with customer,>90,Morning,5,12,1
Inbound,Returns,Reverse Pickup Enquiry,Good,>90,Morning,4,21,1
Outcall,Order Related,Order status enquiry,,On Job Training,Morning,5,31,1
Inbound,Returns,Wrong,,>90,Evening,5,28,1
Outcall,Returns,Return request,thanks,>90,Evening,4,120,1
Inbound,Cancellation,Not Needed,,>90,Morning,2,2,0
Email,Returns,Fraudulent User,Very poor service call disconnect in middle and the service is very poor,31-60,Morning,1,107,0
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,5,1
Inbound,Returns,Exchange / Replacement,,31-60,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,5,1,1
Outcall,Payments related,Online Payment Issues,,>90,Split,5,50,1
Inbound,Order Related,Delayed,,On Job Training,Morning,5,6,1
Inbound,Order Related,Delayed,Your process sucks deliver my order you idiots,On Job Training,Evening,1,4,0
Inbound,Returns,Return request,,31-60,Evening,5,221,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,119,1
Inbound,Refund Related,Refund Related Issues,,>90,Morning,5,28,1
Inbound,Order Related,Delayed,,61-90,Night,5,3,1
Inbound,Order Related,Delayed,Shopzilla customer service very very good thank you you Shopzilla,0-30,Morning,5,3,1
Inbound,Order Related,Delayed,,>90,Evening,5,28,1
Outcall,Refund Related,Refund Enquiry,,31-60,Evening,5,28,1
Outcall,Returns,Reverse Pickup Enquiry,Return item,>90,Morning,5,109,1
Inbound,Order Related,Delayed,,On Job Training,Evening,4,6,1
Outcall,Returns,Return request,,>90,Split,5,7,1
Inbound,Product Queries,Product Specific Information,,0-30,Morning,5,1,1
Inbound,Returns,Wrong,,>90,Afternoon,5,3,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,4,1,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,1,1
Inbound,Returns,Fraudulent User,Humble and sweet,>90,Morning,5,,1
Outcall,Returns,Missing,Please tell the seller's to recheck the product before packing and to give open box delivery at doorstep.. it will save our time and effort.. thank you.,0-30,Afternoon,5,8,1
Inbound,Order Related,Invoice request,,0-30,Morning,5,8,1
Inbound,Order Related,Order status enquiry,,0-30,Evening,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,1,6,0
Inbound,Cancellation,Not Needed,Very helpful staff,61-90,Evening,5,2,1
Inbound,Product Queries,Product Specific Information,Your voice was very sweet...,On Job Training,Morning,5,333,1
Inbound,Returns,Damaged,Thank you so much ma'am,>90,Split,5,5,1
Email,Returns,Fraudulent User,,>90,Morning,5,1,1
Inbound,Cancellation,Not Needed,,>90,Morning,2,180,0
Inbound,Order Related,Priority delivery,,On Job Training,Morning,5,124,1
Inbound,Refund Related,Refund Enquiry,,>90,Morning,5,7,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,1,283,0
Inbound,Payments related,Payment related Queries,,On Job Training,Evening,5,5,1
Email,Returns,Product related Issues,,>90,Morning,3,14,
Inbound,Returns,Return request,,31-60,Morning,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,1,3,0
Email,Returns,Service Centres Related,Effort required to resolve an issue,>90,Split,5,17,1
Inbound,Returns,Reverse Pickup Enquiry,Please try to hurry up I am your regular customer,>90,Split,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,4,1
Inbound,Returns,Exchange / Replacement,,0-30,Morning,5,44,1
Inbound,Feedback,UnProfessional Behaviour,Ur providing very worst service,0-30,Morning,1,45127,0
Outcall,Payments related,Wallet related,Iam happy ????,>90,Morning,5,4,1
Inbound,Feedback,UnProfessional Behaviour,Bad behaviour by  courier surface boy..Im very angry with his behaviour when he was came for delivery,61-90,Afternoon,2,,0
Outcall,Returns,Return request,Iam happy ??????,31-60,Morning,1,1,0
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,1,16,0
Inbound,Returns,Return request,Awesome executive,>90,Evening,5,6,1
Outcall,Order Related,Order status enquiry,,>90,Morning,5,1,1
Inbound,Payments related,Billing Related,,61-90,Night,5,2,1
Inbound,Refund Related,Refund Enquiry,Really nice,>90,Split,5,8,1
Inbound,Returns,Return request,,>90,Morning,1,4,0
Inbound,Returns,Reverse Pickup Enquiry,good,>90,Evening,5,2,1
Outcall,Order Related,Order status enquiry,,>90,Morning,5,3,1
Inbound,Feedback,UnProfessional Behaviour,Good work,31-60,Morning,5,4,1
Outcall,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,8,1
Inbound,Order Related,Seller Cancelled Order,,0-30,Morning,4,2,1
Inbound,Product Queries,Product Specific Information,,>90,Evening,5,1,1
Inbound,Order Related,Installation/demo,Very very poor and very very bad shame full,On Job Training,Evening,1,115,0
Inbound,Offers & Cashback,Instant discount,,>90,Morning,5,31,1
Outcall,Returns,Reverse Pickup Enquiry,,61-90,Afternoon,5,8,1
Inbound,Refund Related,Refund Related Issues,,On Job Training,Morning,4,27,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,4,1,1
Inbound,Returns,Fraudulent User,,61-90,Evening,5,6,1
Inbound,Shopzilla Related,General Enquiry,,0-30,Evening,5,40,1
Inbound,Feedback,UnProfessional Behaviour,,61-90,Evening,4,17,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,21,1
Inbound,Returns,Wrong,Waiting period is more and also resolution time period is more.,>90,Evening,5,11,1
Inbound,Order Related,Installation/demo,or ka product muje bhej diya,On Job Training,Evening,1,4,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,2,1
Inbound,Payments related,PayLater related,,On Job Training,Evening,5,1,1
Inbound,Order Related,Seller Cancelled Order,Chutiya,On Job Training,Morning,1,47,0
Outcall,Feedback,UnProfessional Behaviour,,61-90,Evening,5,11,1
Outcall,Order Related,Order status enquiry,Satisfaction,31-60,Morning,5,1,1
Inbound,Order Related,Delayed,,>90,Afternoon,5,507,1
Email,Refund Related,Refund Enquiry,,0-30,Morning,1,44897,0
Outcall,Returns,Service Centres Related,,>90,Evening,5,8,1
Inbound,Order Related,Unable to track,Good,0-30,Morning,5,1,1
Inbound,Order Related,Order status enquiry,Good,>90,Evening,5,9,1
Inbound,Shopzilla Related,Signup Issues,,31-60,Evening,5,1,1
Inbound,Feedback,UnProfessional Behaviour,,>90,Afternoon,5,2,1
Inbound,Order Related,Order status enquiry,,61-90,Evening,5,45,1
Outcall,Product Queries,Product Specific Information,,31-60,Afternoon,1,109,0
Inbound,Feedback,UnProfessional Behaviour,,61-90,Afternoon,5,7,1
Inbound,Order Related,Delayed,,0-30,Morning,5,11,1
Inbound,Order Related,Customer Requested Modifications,Very polite executive and was very helpful. My concern was addressed properly and it was resolved as well.,>90,Morning,5,0,1
Inbound,Cancellation,Not Needed,,0-30,Morning,5,6,1
Inbound,Returns,Wrong,,>90,Morning,1,43965,0
Inbound,Order Related,Delayed,No,0-30,Morning,5,216,1
Inbound,Returns,Missing,,31-60,Morning,5,4,1
Inbound,Order Related,Installation/demo,,0-30,Evening,5,3,1
Inbound,Returns,Missing,,>90,Evening,5,2,1
Inbound,Returns,Missing,Thank you so much ?? support,61-90,Evening,5,17,1
Inbound,Returns,Reverse Pickup Enquiry,Good respected girl,>90,Morning,5,6,1
Inbound,Order Related,Delayed,,31-60,Morning,4,123,1
Inbound,Returns,Wrong,,>90,Morning,5,25,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,4,1
Inbound,Order Related,Delayed,,>90,Morning,4,3,1
Inbound,Shopzilla Related,General Enquiry,,>90,Morning,1,27,0
Inbound,Cancellation,Return cancellation,Please share confirm information with customer,>90,Morning,3,25,
Inbound,Order Related,Priority delivery,,On Job Training,Evening,5,43841,
Inbound,Cancellation,Not Needed,,On Job Training,Evening,4,2,1
Inbound,Returns,Return request,,On Job Training,Evening,5,0,1
Inbound,Order Related,Order status enquiry,,>90,Morning,1,2,0
Outcall,Product Queries,Product Specific Information,Customer service was brilliant,On Job Training,Morning,5,5,1
Outcall,Payments related,Payment related Queries,Thank,On Job Training,Morning,5,1,1
Outcall,Shopzilla Related,General Enquiry,,31-60,Morning,4,3,1
Inbound,Order Related,Delayed,,>90,Split,5,2,1
Outcall,Refund Related,Refund Enquiry,Very bad service,>90,Morning,1,145,0
Inbound,Returns,Fraudulent User,Tq medam,0-30,Morning,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,5,1
Inbound,Cancellation,Return cancellation,,31-60,Morning,5,21,1
Inbound,Cancellation,Not Needed,,0-30,Evening,5,14,1
Inbound,Returns,Reverse Pickup Enquiry,Make dealers/sellers and their supplier including full delivery chain to become honest and more responsible for the items delivered.,0-30,Evening,3,,
Inbound,Order Related,Order status enquiry,,>90,Afternoon,5,3,1
Inbound,Order Related,General Enquiry,,0-30,Morning,5,128,1
Outcall,Returns,Reverse Pickup Enquiry,Poor,31-60,Morning,1,2,0
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,47,1
Inbound,Returns,Wrong,,>90,Evening,5,5,1
Inbound,Feedback,UnProfessional Behaviour,,On Job Training,Evening,4,2,1
Inbound,Returns,Service Centres Related,,61-90,Evening,5,1,1
Outcall,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,5,7,1
Inbound,Cancellation,Not Needed,Ap baht aseho   you ????. I'm good,>90,Morning,5,2,1
Inbound,Shopzilla Related,General Enquiry,,>90,Evening,4,74,1
Outcall,Returns,Fraudulent User,,31-60,Morning,5,10,1
Inbound,Order Related,Installation/demo,,0-30,Evening,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,"Customer care talking good pickup bay very bad behaviour, he is missbehaving me",>90,Afternoon,5,12,1
Inbound,Shopzilla Related,Signup Issues,,61-90,Evening,5,4,1
Inbound,Feedback,UnProfessional Behaviour,Very good service,61-90,Evening,3,3,
Inbound,Returns,Wrong,,0-30,Morning,5,4,1
Outcall,Returns,Service Centres Related,,>90,Morning,5,271,1
Outcall,Returns,Reverse Pickup Enquiry,Customer support to me Helpful,>90,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,Not any queries,On Job Training,Morning,5,129,1
Outcall,Returns,Reverse Pickup Enquiry,,61-90,Morning,5,51,1
Inbound,Shopzilla Related,General Enquiry,,>90,Afternoon,5,254,1
